0,1
interaction parameters male female fertility couples previously unexplained infertility prospective study undertaken relationship semen variables serial endocrine follicular ultrasound measurements one complete menstrual cycle treatment independent chance conception couples referred unexplained infertility couples studied mean length infertility months follow rate achieved stepwise analysis performed examining semen variables ultrasonographic endocrine variables mean ratio salivary progesterone plasma estradiol days respect luteinizing hormone surge grade motile sperm density variables achieved level significance highly significant relationship product two variables chance conception study clearly demonstrates interaction parameters male female fertility,C12
flutamide hormone resistant prostatic cancer flutamide mg orally times daily yielded subjective response fully evaluable patients hormone resistant prostatic cancer four additional patients early progression greater decrease pre treatment prostate specific antigen level observed patients finding correlated improved survival toxicity mainly gastrointestinal resulted permanent discontinuation flutamide patients flutamide similar antiandrogens may role management hormone resistant prostatic cancer relief subjective symptoms important treatment goal together improvement survival however drug used routinely management hormone resistant prostatic cancer phase studies must confirm effectiveness especially comparison less expensive drugs,C12
continence level following radical prostatectomy relationship urethral anastomosis postoperative continence following radical prostatectomy uncertain objective study determine radiographically functional level continence following radical prostatectomy relative site intraoperative urethral anastomosis patients radical prostatectomy intraoperative hemoclip placed site urethral anastomosis postoperative functional level continence determined using standing lateral cystogram functional level continence mm sd distal site urethral anastomosis level urethra continence occurs may function intrinsic continence parameters individual patient,C12
non heparin hemodialysis oral administration newly developed antiplatelet agent non heparin hemodialysis hd successfully done anuric dogs oral administration newly developed antiplatelet agent cyano bis methoxyphenyl pentenoic acid e eisai pharmaceutical co japan current study antithrombotic effect e hd investigated eleven mongrel dogs bilateral ureteral ligation given mg kg e orally hr undergoing hr hd using hollow fiber dialyzers pmma regenerated cellulose without heparin general anesthesia blood samples taken administration e hr starting hd blood counts hematocrits blood chemistries plasma thromboxane levels txb examined platelet aggregation activated clotting times act activated partial thrombin times aptt also measured sequential plasma e concentrations determined anuric dogs non heparin hd successfully done minimal clotting dialyzer drip chambers maximum aggregation rate depressed less initial value throughout hd plasma txb concentration depressed act aptt mildly significantly prolonged neither hemorrhagic complications side effects e observed,C12
management posterior urethral valves initial vesicostomy delayed valve ablation managed neonates infants temporary vesicostomy delayed valve ablation criterion successful management gauged estimated creatinine clearance renal failure death occurred patients required transplantation apparent difference patients managed initially vesicostomy series managed initially valve ablation preventing complications posterior urethral valves,C12
treatment mesangial iga nephropathy cyclophosphamide dipyridamole warfarin two year prospective trial patients mesangial iga nephropathy allocated treatment cyclophosphamide months dipyridamole warfarin years treatment randomized prospective year study entry treated untreated groups patients differ mean serum creatinines urinary protein excretions quantitative urinary erythrocyte counts blood pressure readings end trial mean sem serum creatinine values gone mmol l p less untreated patients mmol l p less treated patients mean sem log values urinary erythrocyte rbc counts changed significantly log rbc ml untreated patients log rbc ml treated patients however treated patients mean sem urinary protein excretions decreased g h p less whereas untreated patients urinary protein unchanged initial values follow g h significant changes blood pressure occurred either group study supports observation treatment iga nephropathy cyclophosphamide dipyridamole warfarin associated reduction urinary protein excretion significant effect preservation renal function least determined serum creatinine values could confirmed two year study,C12
elderly dialysis considerations compliance compliance scheduled treatments dietary fluid restrictions multiple medications important component care well end stage renal disease esrd patients given rigorus complex demands dialysis important examine issue compliance focusing large ever increasing segment patient population elderly esrd literature reflects efforts define measure levels compliance identify factors influence predict compliance develop intervention strategies improve adherence treatment regimens limited attention focused specifically elderly studies suggesting age may factor associated improved adherence social support may significant contributor compliance patient group effort examine current status needs dialysis elderly research progress chromalloy american kidney center washington university replicates study years ago eighty four patients age dialysis minimum months identified sociodemographic treatment compliance functional capacity data collected additional mental psychological testing completed patients willing able participate preliminary data suggest current elderly population larger significantly older years ago sociodemographic data indicate population increasingly female black socioeconomically disadvantaged regard compliance vast majority elderly demonstrate good compliance measured serum potassium fair good compliance phosphorus fair poor compliance fluid restrictions,C12
long term experience swan neck missouri catheters swan neck missouri catheters designed reduce major complications including exit tunnel infections downward directed exit hole pericatheter leaks placement deep cuff rectus muscle catheter tip migration caudal direction intraperitoneal segment outer cuff extrusion permanent bend cm cm spaced cuffs sn sn catheters respectively april april swan neck catheters implanted comparison prospective data swan neck catheters retrospective data standard tenckhoff toronto western hospital catheters implanted january june showed reduced complication rates swan neck catheters overall survival months swan neck catheters significantly better standard catheters,C12
experimental treatment benign prostatic hyperplasia transurethral balloon dilation prostate preliminary study humans prospective noncontrolled study safety potential efficacy transurethral balloon catheter dilation prostate tudp treatment benign prostatic hyperplasia bph performed subjects moderate severe symptoms signs prostatism selected basis quantitative symptom score ss uroflowmetry measurements residual urine volume seven patients urinary retention mean age years range years tudp successfully accomplished patients significant complications mean follow months range months forty six patients showed improved ss recent follow patients ss unimproved necessitating prostatectomy subjects reduction mean residual urine volume statistically significant patients median lobe enlargement showed improvement ss compared others authors conclude tudp safe shows promising effectiveness ultimate demonstration effectiveness requires controlled clinical trial,C12
stress incontinence new endoscopic approach describe experience using new endoscopic technique suspending bladder neck urethra patients stress incontinence procedure started dissecting retropubic space first sound foley catheter passing absorbable suture abdominal fascia bladder neck using elbowed needle introduced bladder neck exteriorized urethra dissection retropubic space helped form postoperative adherences fixed bladder neck urethra firmly pubic symphysis technique simple require vaginal surgery incidence complications minimal,C12
morbidity mortality hemodialysis patients increase mortality hemodialysis patients united states rising concern study annual mortality rate determined morbidity mortality patients dialyzed analyzed patients followed urea kinetics uk patients divided according ncds mapping bun protein catabolic rate pcr group inadequate protein intake n group adequate dialysis n group excessive dialysis n group undefined domain n group transitional domain n uk parameters measured midweek predialysis bun pcr kt v group definition lowest pcr g kg day vs greater groups patients group significantly lower bun creatinine hematocrit serum albumin results laboratory tests significantly different numbers hospitalizations days hospital higher group causes hospitalization similar groups mortality rate group vs group dialysis prescription using uk maintained annual mortality rate past nine years,C12
pressure effects roller pump blood flow hemodialysis accurate measurement blood flow hemodialysis essential avoid underdialysis blood roller pumps pushed high flow rates demanded high performance dialyzers flow may overestimated study examined effect inflow pa outflow pv pressures induced hemodialysis roller pumps flow vitro vivo blood flow measured volumetrically ultrasonic flow probe whereas pa adjusted torr pv torr pa influenced flow torr true flow measured volumetrically averaged less blood pump revolutions per minute rpm meter reading torr difference visible indication flow reduced less pump meter readings pv hematocrit source pump tubing significant effect flow measured ultrasonic transit time probe routine hemodialysis patients less pump meter readings pa varied torr blood pump meter readings greater ml min usually inaccurate low pa prepump monitoring arterial inflow pressure prevent hidden reductions blood flow decrease dialysis efficiency,C12
development hypertension unilateral renal artery stenosis conscious dogs renal systemic changes stenosis left renal artery n sham stenosis n conscious dogs studied sequentially days stenosis produced prompt rise arterial pressure times due reduced peripheral vascular conductance increase cardiac output despite initial evidence mild fluid retention decrease peripheral conductance attributable stenotic kidney total due mechanical effect stenosis nonstenotic kidney total caused angiotensin ii nonrenal vasculature decrease conductance nonrenal vasculature due partly angiotensin ii also gradually developing non angiotensin ii component acute administration captopril caused significantly greater changes arterial pressure peripheral conductance throughout period stenosis stenosis greater sham stenosis dogs indicating angiotensin ii constricting peripheral vasculature even plasma renin levels longer elevated stenotic kidneys captopril produced fall renal vascular resistance renal blood flow rise approximately equal rise resistance stenosis evidence role autonomic nervous system hypertension ganglion blockade pentolinium similar hemodynamic effects stenosis thus hypertension due times reduced peripheral conductance two kidneys responsible reduced conductance,C12
kt v hemodialysis morbidity revisited analysis national cooperative dialysis study ncds showed dialysis morbidity related kt v recently various formulae shown accurate easier calculation kt v calculated kt v outpatient unit utilizing kt v r uf w patients kt v less patients group group b greater group c difference hematocrit hct bun creatinine serum phosphorus albumin ratio men women mean age years mean body weight lb groups b c respectively dialysis related hospital admissions similar p greater data suggest patients higher body weights men frequently kt v less kt v influence biochemical parameters hospitalizations population indicates kt v may good predictor morbidity heavier patients may fairly well even kt v less search better index dialysis adequacy continued,C12
radiation therapy localized prostate cancer justification long term follow series presented survival patterns years radiotherapy patients clinical stage carcinoma prostate deviate significantly age matched peer group patients clinical stage b disease nodular disease exceed involvement one lateral lobe survival less years age matched group california men spite fact lymph node status true incidence capsular penetration unknown moreover patients stratified histopathologic grade either acid phosphatase prostate specific antigen values one restrict patients intermediate low gleason scores normal acid phosphatase low prostate specific antigen values likely would difference survival prostatic cancer age matched peers one deviates conservative selection criteria includes patients advanced stages likelihood achieving year survival diminishes radiation treatment however patients whose disease clinical examination extends beyond prostate seem advanced radical prostatectomy still may per cent per cent chance year survival,C12
use prostaglandin f alpha prophylaxis cyclophosphamide induced cystitis rats well established cystitis significant cause morbidity cyclophosphamide administration clinical populations induced hemorrhagic cystitis rats using cyclophosphamide compared controls pretreated prostaglandin f alpha rats evaluated differences bladder weights gross edema gross bleeding histologic changes weights bladders treated cyclophosphamide greater controls weights bladders pretreated prostaglandin f alpha cyclophosphamide greater controls significant differences found cyclophosphamide controls prostaglandin f alpha pretreated groups gross weight p less gross edema p less histology less p less conclude prostaglandin f alpha may helpful preventing cyclophosphamide induced cystitis,C12
hemodialysis elderly patient potential advantages quality life urea generation serum creatinine less interdialytic weight gain total patients treated maintenance hemodialysis continuous ambulatory peritoneal dialysis capd studied ascertain advancing age influences adaptation uremia therapy difference karnofsky score noted among patients years age two groups patients years age respectively subset hemodialysis patients studied midweek noted increasing age associated lower serum creatinine concentration lower interdialytic weight gain lower urea generation rate three findings contribute relative ease treating older uremia patients hemodialysis capd tend stable compliant relative younger patients,C12
triamterene nephrolithiasis renewed attention warranted although triamterene known contribute urinary calculus formation presumed rare phenomenon review stone analyses performed last decade single laboratory reveals increasing incidence triamterene stones awareness calculogenic potential triamterene containing medications emphasized,C12
treatment outflow tract obstruction due benign prostatic hyperplasia pollen extract cernilton double blind placebo controlled study whilst prostatectomy remains gold standard treatment outflow tract obstruction due benign prostatic hyperplasia medical treatment symptomatic relief appears attractive alternative pharmacological agents use block hormonal sympathetic neurological pathways influence prostate growth function drugs known side effects sixty patients outflow obstruction due benign prostatic hyperplasia bph entered double blind placebo controlled study evaluate effect month course pollen extract cernilton statistically significant subjective improvement cernilton patients compared placebo significant decrease residual urine patients treated cernilton antero posterior p diameter prostate ultrasound however differences respect flow rate voided volume statistically significant concluded cernilton beneficial effect bph may place treatment patients mild moderate symptoms outflow obstruction,C12
angiotensin ii receptor regulation anti glomerular basement membrane nephritis expression glomerular receptor angiotensin ii ang ii r examined longitudinally following induction anti glomerular basement membrane gbm nephritis rat specific aim project determine whether immunologically induced glomerular injury led significant abnormalities relationship glomerular ang ii r circulating ligand ang ii scatchard analysis used measure ang ii r purified glomeruli selected time intervals two months following single dose sheep anti rat gbm antibody corresponding values plasma ang ii determined receptor density fell approximately hours following injection antibody control x nephritic x receptors glomerulus p less corresponding threefold increase plasma ang ii control nephritic pg ml p less however reduction receptor binding could explained rise plasma ang ii concentration effective blockade ras enalapril alter receptor expression x receptors glomerulus subsequently rise receptor density corresponding fall plasma ang ii observed three days antibody administration receptor concentration increased significantly control values x plasma ang ii undetectable less pg ml ang ii r remained elevated next two weeks returned normal four eight weeks administration nephrotoxic antibody,C12
biocompatibility dialysis membranes importance objective subjective symptoms hemodialysis clinical importance biocompatibility hemodialysis membranes matter controversy authors studied relationship biocompatibility acute symptoms hemodialysis hd twenty three patients underwent different bicarbonate hd using cuprophan hemophan polyamide membranes short hr long hr treatments small large membrane areas subjective objective symptoms registered hd hours thereafter type membrane membrane area kt v importance occurrence subjective objective symptoms patients registered fewer symptoms hr hd high blood flow hr hd slow blood flow p headache particularly frequent hr hd blood pressure extent subjective symptoms influenced ultrafiltration volume type membrane biocompatibility determinant acute side effects hemodialysis,C12
enhancing effect partial cystectomy rat urinary bladder carcinogenesis effects partial cystectomies bladder tumorigenesis initiated n butyl n hydroxybutyl nitrosamine bbn investigated wistar rats examining histological findings cell proliferative activity incorporation bromodeoxyuridine brdurd dna synthesis phase determined vitro labeling technique eight weeks treatment drinking water containing bbn partial cystectomy performed end week resected bladder sutured dexon silk difference incidence papillary nodular pn hyperplasia control partial cystectomy groups however incidence cancer group given partial cystectomy much higher control cancers control group grade superficial tumors whereas grade invasive tumor observed six animals partial cystectomy group labeling index cancer partial cystectomy group greater control group also significant difference number brdurd labeled cells pn hyperplasia control partial cystectomy groups findings indicate partial cystectomy enhances bbn initiated bladder carcinogenesis increase dna synthesis found pn hyperplasia cancer may associated induction bladder tumors,C12
confronting cisternae presenting intracytoplasmic inclusions monocytes small gray blue intracytoplasmic inclusions noted peripheral monocytes neutrophils patient renal failure ultrastructural analysis revealed confronting cisternae within cytoplasm authors submit case report introduce previously undescribed morphologic feature leukocytes may mistaken light microscopic level dohle bodies inclusions,C12
overlooked retained double j stent series patients long overlooked retained ureteral stents presented illustrate variable unpredictable times hazardous course patients cases cited emphasize need careful documentation observation follow patients stents placed,C12
angiotensin thromboxane enhanced renal adrenergic nerve sensitivity acute renal failure roles intrarenal angiotensin thromboxane tx vascular hypersensitivity renal nerve stimulation rns paradoxical vasoconstriction renal perfusion pressure rpp reduction autoregulatory range wk norepinephrine ne induced acute renal failure arf rats investigated renal blood flow rbf responses determined intrarenal infusion aii txa antagonist saralasin sq alone partially corrected slopes rbf rns rpp reduction ne arf rats p less saralasin sq normalized rbf response rns combined saralasin sq eliminated vasoconstriction rpp reduction similar effect renal denervation appropriate vasodilatation restored renal vein norepinephrine efflux rns disproportionately increased ne arf p less suppressed saralasin sq infusion p less concluded enhanced sensitivity rns paradoxical vasoconstriction rpp reduction wk ne arf kidneys result intrarenal tx aii acceleration neurotransmitter release adrenergic nerve activity,C12
ethical legal issues geriatric nephrology ethical legal issues affecting geriatric nephrology conditioned individuals status elderly sick people distinctive characteristics kidney disease failure key ethical issues obligation respect persons particular recognizing competent persons autonomy medical choice affording due protection dependent vulnerable individuals beneficence good acting justice treating like cases alike avoiding unjust discrimination law reinforces ethical obligations legal concepts informed consent duty maintain appropriate confidentiality special applications concerning medication management elderly additional legal issues concern advanced care directives terminal care decisions,C12
determination norepinephrine levels adult human prostate tissue levels norepinephrine measured prostate tissue men ranging age years prostatic tissue obtained men subtle palpable prostate nodules undergoing transperineal needle biopsy none patients shown histologic evidence adenocarcinoma severity symptoms prostatism evaluated prospectively using standardized micturition symptom score questionnaire norepinephrine levels quantified using sensitive radioenzymatic assay rea overall prostates contained relatively high levels norepinephrine ng gm inverse correlations observed tissue norepinephrine levels severity symptoms prostatism r p age r p prostate size r p norepinephrine levels also measured tissue specimens obtained men undergoing enucleation prostatectomy transurethral resection prostate turp level norepinephrine prostatectomy specimens ng gm level prostate biopsy specimens relatively low level norepinephrine specimens obtained patients symptoms necessitating prostatectomy provides evidence norepinephrine levels inversely related degree symptomatic bladder outlet obstruction,C12
pathophysiology prolonged penile erection associated trazodone use treatment antidepressant trazodone associated occurrence prolonged penile erection priapism evaluate effect trazodone erection monitored periodic physiological sleep related erections healthy volunteers double blind crossover study comparing effect trazodone trimipramine tricyclic antidepressant placebo addition determine effects trazodone neurovascular control penile smooth muscle performed vitro studies corpus cavernosum tissue obtained patients undergoing penile prosthesis implantation trazodone significantly increased total interval nocturnal erectile activity trimipramine effect high dose treatment nights average duration erectile activity per night placebo minutes mean standard deviation night minutes night trazodone treatment erectile activity per night significantly prolonged minutes night night p less analysis erectile activity relation rapid eye movement sleep period erectile activity usually occurs revealed detumescence phase erection sympathetic control significantly prolonged average times trazodone compared placebo p less vitro trazodone concentrations comparable reached plasma significantly impaired corporeal smooth muscle contractions elicited electrical stimulation adrenergic nerves antagonized contractions induced exogenous norepinephrine conclude trazodone enhance penile erection man propose mechanism related alpha adrenoceptor blocking properties trazodone interference sympathetic control penile detumescence,C12
reverse antibody capture enzyme linked immunosorbent assay detection antisperm antibodies sera genital tract secretions reverse antibody capture enzyme linked immunosorbent assay elisa detection antisperm antibodies developed assay enables detection immunoglobulin ig igg iga igm igg iga antisperm antibodies serum cervical mucus seminal plasma samples reverse elisa specific sensitive conventional elisa detecting human antisperm antibodies different isotypes using assay statistically significant differences levels antibodies infertile fertile individuals demonstrated sera genital tract secretions studies infertile couples revealed presence antibodies sera necessarily reflected individual genital tract secretion vice versa data emphasize importance detecting antisperm antibodies sera well genital tract secretions correct evaluation sperm immunity,C12
cancer urinary bladder blacks whites case control study racial differences risk cancer urinary bladder associated cigarette smoking alcohol consumption examined study cases whites blacks controls matched sex race age cases significant increases cancer risk associated cigarette smoking observed whites blacks however dose response patterns appeared differ race whites statistically significant elevations threefold higher observed odds ratios smoking levels pack years whereas blacks corresponding point estimates increase significantly greater pack years smoking although risk patterns compatible higher incidence bladder cancer white men sample blacks small tests significance suggestive higher risks whites specific amounts smoking p less effects alcohol consumption inconsistent detectable synergism smoking drinking additional study race specific risk factors tobacco metabolism needed determine true nature apparent racial differences risk urinary bladder cancer associated cigarette smoking,C12
time course alterations bladder function following acetone induced cystitis although chemical cystitis known clinically cause decreased bladder function experimental studies progression recovery chemical cystitis mature male rabbits underwent intravesical instillation acetone solution urethral catheter micturition profiles showed marked decrease mean maximal micturition volume increase number micturitions early one day treatment micturition profile gradually normalized four eight weeks instillation vivo cystometry showed small bladder capacity low compliance first week following instillation gradually recovered control levels four weeks functional studies using vitro whole bladder model showed significant decrease ability bladder generate pressure empty three days instillation parameters recovered partially two weeks completely four weeks chemical cystitis induced intravesical acetone instillation resulted severe decrease bladder function e contracted bladder low compliance poor ability generate pressure empty however changes reversible within two month period study,C12
flow cytometry carcinoma prostate flow cytometry quantitative cytologic technique demonstrated utility assessment prostate cancer well tumors authors summarize current data use disease detection diagnosis prognostic evaluation monitoring response therapy also project future developments,C12
endourological experience cystine calculi treatment algorithm may january patients pyeloureteral units documented symptomatic cystine stones treated stone size ranged mm largest diameter average mm pyeloureteral units treated initially endourological methods including ureteroscopy percutaneous ultrasonic lithotripsy extracorporeal shock wave lithotripsy eswl chemolysis patients required combination technologies required open operation units free stones patient discharged hospital patients retained stones fragments greater mm diameter based experience algorithm developed urological management cystine stones ureteral calculi may removed ureteroscopic techniques manipulated renal pelvis managed renal stones cystine renal calculi less cm may treated eswl monotherapy stones cm may treated eswl dissolution percutaneous ultrasonic lithotripsy plus dissolution staghorn calculi may treated percutaneous ultrasonic lithotripsy plus eswl dissolution retained fragments,C12
serum levels sex hormone binding globulin oestradiol patients testicular cancer serum testosterone oestradiol e sex hormone binding globulin shbg measured orchiectomised testicular cancer patients treatment months therapy patients divided groups according treatment group cisplatin based chemotherapy patients group abdominal radiotherapy patients group antiproliferative treatment chemotherapy radiotherapy patients months antiproliferative treatment particularly chemotherapy reversible significant increase e shbg observed patients without antiproliferative treatment showed significant changes comparable hormone levels normal values associated elevated levels shbg e although aetiology hormonal changes remains unknown may related clinical symptoms hypogonadism displayed patients undergoing treatment testicular cancer,C12
prostatic carcinoma histological immunohistological factors affecting prognosis neuro endocrine paracrine cells human prostate urethra identified various methods predominantly silver stains immunocytochemistry incidence neuro endocrine differentiation prostatic carcinoma varied considerably studied previously independent factor affecting prognosis nucleolar organiser regions nors loops ribosomal rna occurring nucleoli cells ultimately process rna genes nors demonstrated silver ag staining techniques studied numerous malignant tumours pilot study laboratory shown distinct significant difference agnor staining prostatic carcinoma benign prostatic epithelial hyperplasia retrospective study performed least years follow confirmed presence neuro endocrine cells half patients investigation significant correlation survival absence neuro endocrine cells demonstrated agnor staining shown prognostic value,C12
chronic nightly tidal peritoneal dialysis nightly tidal peritoneal dialysis ntpd technique initial fill peritoneal cavity portion dialysate rapidly cycled five anuric stable pd patients entered month study determine ntpd session length necessary clinically adequate dialysis creatinine clearance similar four daily l capd exchanges ntpd performed using modified pac x cycler drain phase regulated target volume one patient completed months study one months three months one patient continued ntpd months mean ntpd session time hr min range hr min hr min end months patients clinically adequate dialysis three patients preferred ntpd capd particularly empty abdomen daytime one patient required increase ntpd time addition one daytime exchange low creatinine clearance conclusion ntpd provides weekly creatinine clearances comparable capd acceptable duration nightly dialysis sessions anuric patients new pd machine providing inexpensive dialysis solution large quantities well safe false alarm free dialysis sessions needed practical ntpd implementation,C12
treatment renal calculi elderly management renal calculi geriatric patient population poses unique problems include anesthetic risks underlying medical disease general risk benefit concerns variety relatively noninvasive procedures available including extracorporeal shock wave lithotripsy eswl percutaneous nephrostolithotomy pcnl practical management plan presented based primarily stone size takes consideration problems unique elderly patient,C12
role ifosfamide plus cisplatin based chemotherapy salvage therapy patients refractory germ cell tumors prospective study four cycles etoposide ifosfamide cisplatin vip chemotherapy conducted germ cell tumor gct patients refractory cisplatin etoposide vinblastine based therapy forty patients evaluable response ten patients complete response seven chemotherapy alone additional three patients surgical resection viable gct median follow months four complete responders relapsed six patients remain remission hematologic nephrotoxicity moderately severe durable complete responses vip second salvage achieved suggests ifosfamide adds efficacy standard first salvage therapy observed nephrotoxicity myelotoxicity considerations design ifosfamide cisplatin based regimens hematopoietic growth factors may useful ameliorating myelotoxicity early use ifosfamide based chemotherapy may reduce nephrotoxicity exacerbated prior cisplatin trial vip first salvage relapse complete response platinum based induction therapy warranted modest proportion patients achieve durable remission vip second salvage emphasizes need efficacious salvage therapy patients achieve durable complete response,C12
immunotherapy murine bladder cancer irradiated tumor vaccine investigation explored efficacy irradiated autologous mouse bladder tumor ir mbt active specific immunotherapeutic agent adjuvant therapy bacillus calmette guerin bcg subcutaneously transplanted murine bladder tumor tumor incidence significantly reduced groups receiving bcg p less ir mbt bcg p less compared control survival significantly improved groups treated bcg p less ir mbt bcg p less ir mbt bcg p less compared control surprisingly ir mbt consistently reduced efficacy bcg alone ir mbt alone appeared enhance tumor growth autologous irradiated bladder tumor vaccine alone combination bcg displayed immunotherapeutic advantage use irradiated tumor cell vaccine bladder cancer therapy may reduce results achievable bcg alone,C12
nephrotoxicity associated concomitant ace inhibitor nsaid therapy angiotensin converting enzyme ace inhibitors nonsteroidal anti inflammatory drugs nsaids nephrotoxic may synergistically compromise renal function computer assisted study done asses prevalence compromised renal function clinical importance drug interaction search records patients seen university nebraska medical center internal medicine clinic conducted identify cases involving renal insufficiency therapy ace inhibitors therapy nsaids records cases meeting criteria reviewed clinical correlation revealed patients treated nsaids ace inhibitors nephrotoxicity found conjunction monotherapy three cases reversible renal failure found conjunction combination therapy significant nephrotoxicity concomitant use ace inhibitors nsaids uncommon attention drawn potentially important interaction,C12
long term urinary continence renal function neonates posterior urethral valves posterior urethral valves known associated considerable morbidity mortality especially neonate recently role bladder dysfunction pathophysiology renal function impairment urinary incontinence valve ablation questioned treated male newborns posterior urethral valves institution initial treatment cases consisted bladder drainage urethral catheter correction existing fluid electrolyte abnormalities subsequent treatment dictated degree upper tract abnormalities included valve ablation alone patients vesicostomy later valve ablation valve ablation later upper tract reconstruction cutaneous ureterostomy followup ranges years mean long term renal functional impairment related serum creatinine age year serum creatinine mg patients normal values long term followup greater mg patients normal values followup urinary continence assessed patients normal etiology incontinence remaining patients bladder dysfunction sphincter incompetence patients urinary incontinence also high incidence upper tract abnormalities compared continent valve patients,C12
placebo response subfertile couples attending tertiary referral centre objective study determine whether placebo response clinic attendance couples prolonged greater years subfertility years subfertility observed treatment independent cumulative conception rate independent length subfertility twenty seven women conceived years subfertility conceived greater years subfertility fecundity latter group significantly greater women years subfertility similar normal subjects stopped contraception study demonstrates subgroup apparently normal women greater years subfertility responded positively clinic attendance independent investigation therapy,C12
glance urodynamic database three hundred sixty four patients urinary incontinence presenting complaint evaluated urogynecology laboratory department obstetrics gynecology university rochester rochester new york found genuine stress urinary incontinence gsi subset demonstrably incontinent patients characterized symptoms stress urge incontinence incidence nulliparity occurrence incontinence intercourse influence weight bladder pressure using clusters symptoms accurately distinguish gsi types urinary incontinence four percent gsi patients nulliparous reasonable explanation incontinence anatomic relaxation twenty three percent sexually active gsi patients acknowledged incontinence intercourse none anatomic urodynamic parameters evaluated distinguished group gsi counterparts lose urine intercourse increasing weight expressed body mass index correlated increase vesical pressure supine standing positions,C12
one year rhuepo therapy prolongs rbc survival may stabilize rbc membranes despite natural progression chronic renal failure uremia need dialysis rhuepo administered eight patients chronic renal failure crf uremia u year creatinine clearance gfr averaged ml min hct baseline rbc survival cr highly correlated gfr r p less average days repeat cr months gfr ml min hct prolonged days p less year remained increased days p less hct despite decreased gfr less ml min need dialysis reticulocytes varied weeks months year bone marrow cellularity increased months year e ratio decreased months year marrow iron decreased months year doses rhuepo reduced avoid polycythemia rhuepo stimulates erythropoiesis pts progressive crf u year initial increase hematocrit due early peak reticulocytes months rhuepo maintains increased hematocrit three mechanisms increased reticulocytosis trend increased bone marrow erythroid cellularity lengthened rbc survival year rhuepo therapy trend increased marrow cellularity persists however maintenance target hematocrit via lengthened rbc survival despite progression crf u rhuepo produced rbcs longer survival expected rbc membranes may stabilized rhuepo,C12
treating impotence urology sex therapy complementary urologists mental health professionals neither competitors adversaries principles sex therapy represent thoughtful sensitive way approach patients almost clinical problem comfortable recommended tests treatments sex therapy may helpful adjunct treating organic well primarily emotional erectile dysfunction believe information help build bridge urologists mental health professionals,C12
strategies enhancing compliance dialysis elderly noncompliance must viewed symptom another problem problems treatment plans developed based individualized assessment patient physiologic functioning psychosocial situation must determined whether patient intentionally unintentionally complying staff must also aware impact compliance staff responsibility maximize individual efforts comply must realized ultimate decision responsibility rests patient,C12
protein differences normal oligospermic human sperm demonstrated two dimensional gel electrophoresis protein expression sperm obtained men normal semen analysis men oligospermia evaluated two dimensional gel electrophoresis proteins solubilized urea nonidet p lkb bromma sweden lysis buffer underwent second dimension separation polyacrylamide gradient gels set invariant proteins identified normospermic samples whereas evaluable oligospermic samples lacked invariant proteins proteins absent oligospermic samples may critical normal sperm function may serve markers infertility,C12
extracorporeal shock wave lithotripsy patients bleeding diatheses five patients known bleeding diatheses treated extracorporeal shock wave lithotripsy specific therapy administered extracorporeal shock wave lithotripsy reverse bleeding disorder treatment patient monitored serial hemoglobin determinations renal ultrasonography course lithotripsy uneventful patients conclude extracorporeal shock wave lithotripsy viable option patients significant bleeding diatheses provided specific therapy reverse coagulopathic condition available used treatment,C12
spontaneous resolution congenital nephrotic syndrome neonate infant congenital nephrotic syndrome recovered spontaneously completely age days remained well age year reinforces view reversible congenital nephrotic syndrome occur single disease universally dismal prognosis,C12
transrectal sonographic cystourethrography studies stress urinary incontinence transrectal ultrasonic sagittal transducer excellent modality image bladder urethra dynamic change female patients found also helpful diagnosis urinary stress incontinence posterior urethrovesical puv angle measured transrectal sonoprobe strain non strain conditions compared results sonographic cystourethrogram radiographic chain cystourethrogram sonographic cystourethrography superior radiography former may estimate puv angle accurately differentiate patients without stress urinary incontinence furthermore also use transrectal sagittal probe intraoperatively adjust suspension force well puv angle patients underwent vesical neck suspension stress urinary incontinence sui,C12
pooled sequential ejaculates way increase total number motile sperm oligozoospermic men investigated yield total number motile spermatozoa oligozoospermic men pooling two closely spaced sequential ejaculates semen characteristics compared sequential ejaculates within period hours oligozoospermic males sperm concentration less x ml total sperm count less x ejaculate control group normozoospermic men whereas median total number motile sperm normozoospermic males significantly decreased x first ejaculate x second sequential ejaculate decrease detected oligozoospermic males x x respectively percent normozoospermic oligozoospermic men demonstrated decreased less comparable increased greater total motile sperm count second ejaculate comparison first ejaculate versus respectively consequently pooling two sequential ejaculates significantly increased median total number motile sperm normozoospermic males oligozoospermic males x suggest pooling two sequential ejaculates oligozoospermic males simple cost effective method increase significantly total number motile sperm intrauterine insemination vitro fertilization gamete intrafallopian transfer semen cryopreservation,C12
effect calcium entry blocker nitrendipine renal function renal vascular occlusion ability ca entry blocker nitrendipine improve postischemic renal function studied nine groups n rats anesthesia nitrendipine administered min femoral vein dose administered depended group group n control received nacl group n mg kg group n mg kg group n mg kg group n mg kg group n mg kg group n mg kg group n mg kg group n mg kg administration nitrendipine kidneys rendered ischemic one hour cross clamping renal vessels comparison h creatinine clearances h reversal ischemia demonstrated nitrendipine capable providing degree protection renal ischemia protective effect dose dependent p less,C12
